PostCode,NumericID,CommutingZoneID,CommutingZoneName
34393,154,Europe973,kassel
34379,154,Europe973,kassel
34376,154,Europe973,kassel
36325,152,Europe971,gießen
34320,154,Europe973,kassel
34292,154,Europe973,kassel
34289,154,Europe973,kassel
97280,162,Europe981,wurzburg
34260,154,Europe973,kassel
34253,154,Europe973,kassel
34225,154,Europe973,kassel
61250,168,Europe987,frankfurt
35519,152,Europe971,gießen
35516,152,Europe971,gießen
35510,152,Europe971,gießen
35428,152,Europe971,gießen
30171,21,Europe1464,hanover
37299,164,Europe983,bad hersfeld
37297,154,Europe973,kassel
37296,164,Europe983,bad hersfeld
37293,164,Europe983,bad hersfeld
37284,154,Europe973,kassel
37281,165,Europe984,muhlhausen
37276,154,Europe973,kassel
37269,154,Europe973,kassel
37247,154,Europe973,kassel
37242,154,Europe973,kassel
37235,154,Europe973,kassel
37290,154,Europe973,kassel
36205,164,Europe983,bad hersfeld
36287,155,Europe974,marburg
36286,155,Europe974,marburg
36284,164,Europe983,bad hersfeld
36282,164,Europe983,bad hersfeld
39124,29,Europe1472,magdeburg
36277,164,Europe983,bad hersfeld
55131,68,Europe1839,wiesbaden
36275,155,Europe974,marburg
36272,155,Europe974,marburg
36269,164,Europe983,bad hersfeld
55118,68,Europe1839,wiesbaden
36266,164,Europe983,bad hersfeld
36219,164,Europe983,bad hersfeld
55120,68,Europe1839,wiesbaden
36217,164,Europe983,bad hersfeld
36214,164,Europe983,bad hersfeld
55252,68,Europe1839,wiesbaden
36211,164,Europe983,bad hersfeld
36199,164,Europe983,bad hersfeld
36179,164,Europe983,bad hersfeld
36166,155,Europe974,marburg
34323,154,Europe973,kassel
36280,155,Europe974,marburg
34639,155,Europe974,marburg
34632,154,Europe973,kassel
34630,155,Europe974,marburg
34628,155,Europe974,marburg
34626,155,Europe974,marburg
34621,155,Europe974,marburg
34613,155,Europe974,marburg
34599,154,Europe973,kassel
34596,154,Europe973,kassel
34590,154,Europe973,kassel
78462,108,Europe516,konstanz
34587,154,Europe973,kassel
34582,154,Europe973,kassel
34576,154,Europe973,kassel
34560,154,Europe973,kassel
34327,154,Europe973,kassel
67374,124,Europe694,bellheim
34326,154,Europe973,kassel
34305,154,Europe973,kassel
34302,154,Europe973,kassel
67127,111,Europe681,neustadt an der weinstraße
34295,154,Europe973,kassel
34286,154,Europe973,kassel
34281,154,Europe973,kassel
34270,154,Europe973,kassel
34212,154,Europe973,kassel
23999,30,Europe1473,wismar
82491,37,Europe1692,garmisch-partenkirchen
87645,46,Europe1701,kempten
87642,46,Europe1701,kempten
87672,46,Europe1701,kempten
87669,46,Europe1701,kempten
87659,46,Europe1701,kempten
87629,46,Europe1701,kempten
87494,46,Europe1701,kempten
87663,46,Europe1701,kempten
87657,46,Europe1701,kempten
87471,46,Europe1701,kempten
87477,46,Europe1701,kempten
87474,46,Europe1701,kempten
87448,46,Europe1701,kempten
87480,44,Europe1699,friedrichshafen
87547,46,Europe1701,kempten
36381,161,Europe980,offenbach am main
36367,155,Europe974,marburg
36364,155,Europe974,marburg
63071,161,Europe980,offenbach am main
36100,155,Europe974,marburg
34508,144,Europe937,bielefeld
35119,155,Europe974,marburg
36169,164,Europe983,bad hersfeld
63065,161,Europe980,offenbach am main
36167,155,Europe974,marburg
82054,39,Europe1694,geretsried
82547,39,Europe1694,geretsried
36163,155,Europe974,marburg
67126,111,Europe681,neustadt an der weinstraße
36160,155,Europe974,marburg
36157,155,Europe974,marburg
67585,49,Europe1820,alzey
36154,155,Europe974,marburg
65629,50,Europe1821,limburg an der lahn
36151,155,Europe974,marburg
82445,37,Europe1692,garmisch-partenkirchen
82431,37,Europe1692,garmisch-partenkirchen
82438,37,Europe1692,garmisch-partenkirchen
82418,37,Europe1692,garmisch-partenkirchen
82481,37,Europe1692,garmisch-partenkirchen
82435,37,Europe1692,garmisch-partenkirchen
82494,37,Europe1692,garmisch-partenkirchen
82493,37,Europe1692,garmisch-partenkirchen
82444,37,Europe1692,garmisch-partenkirchen
82442,37,Europe1692,garmisch-partenkirchen
82490,37,Europe1692,garmisch-partenkirchen
36148,155,Europe974,marburg
82433,37,Europe1692,garmisch-partenkirchen
82499,37,Europe1692,garmisch-partenkirchen
36145,155,Europe974,marburg
36142,155,Europe974,marburg
36137,155,Europe974,marburg
36132,164,Europe983,bad hersfeld
36124,155,Europe974,marburg
36103,155,Europe974,marburg
65396,68,Europe1839,wiesbaden
36093,155,Europe974,marburg
36088,155,Europe974,marburg
35285,155,Europe974,marburg
35116,155,Europe974,marburg
35114,155,Europe974,marburg
35110,155,Europe974,marburg
35108,155,Europe974,marburg
35104,155,Europe974,marburg
35099,155,Europe974,marburg
35088,155,Europe974,marburg
35066,155,Europe974,marburg
34549,154,Europe973,kassel
34537,154,Europe973,kassel
34477,154,Europe973,kassel
34474,154,Europe973,kassel
34471,154,Europe973,kassel
34454,154,Europe973,kassel
97256,162,Europe981,wurzburg
97232,162,Europe981,wurzburg
97268,162,Europe981,wurzburg
97277,162,Europe981,wurzburg
97264,162,Europe981,wurzburg
97237,162,Europe981,wurzburg
97950,162,Europe981,wurzburg
97947,162,Europe981,wurzburg
97957,162,Europe981,wurzburg
97244,162,Europe981,wurzburg
97999,162,Europe981,wurzburg
97990,162,Europe981,wurzburg
97283,162,Europe981,wurzburg
97239,162,Europe981,wurzburg
65604,50,Europe1821,limburg an der lahn
35799,152,Europe971,gießen
97959,119,Europe689,heilbronn
97944,162,Europe981,wurzburg
65620,152,Europe971,gießen
65618,50,Europe1821,limburg an der lahn
65399,68,Europe1839,wiesbaden
65611,50,Europe1821,limburg an der lahn
65606,50,Europe1821,limburg an der lahn
65599,67,Europe1838,westerburg
65594,50,Europe1821,limburg an der lahn
65589,50,Europe1821,limburg an der lahn
35796,152,Europe971,gießen
35794,152,Europe971,gießen
35792,152,Europe971,gießen
35789,152,Europe971,gießen
35781,152,Europe971,gießen
97922,162,Europe981,wurzburg
97953,119,Europe689,heilbronn
97956,162,Europe981,wurzburg
97941,162,Europe981,wurzburg
97900,162,Europe981,wurzburg
37191,163,Europe982,gottingen
37181,163,Europe982,gottingen
37176,163,Europe982,gottingen
37154,163,Europe982,gottingen
35469,152,Europe971,gießen
35466,152,Europe971,gießen
35463,152,Europe971,gießen
35460,152,Europe971,gießen
35457,152,Europe971,gießen
35452,152,Europe971,gießen
35447,152,Europe971,gießen
35444,152,Europe971,gießen
35440,152,Europe971,gießen
35435,152,Europe971,gießen
35423,152,Europe971,gießen
35418,152,Europe971,gießen
35415,152,Europe971,gießen
35410,152,Europe971,gießen
35321,152,Europe971,gießen
35305,152,Europe971,gießen
97249,162,Europe981,wurzburg
97204,162,Europe981,wurzburg
97297,162,Europe981,wurzburg
97265,162,Europe981,wurzburg
35094,155,Europe974,marburg
97299,162,Europe981,wurzburg
63679,152,Europe971,gießen
36399,161,Europe980,offenbach am main
36358,155,Europe974,marburg
36355,161,Europe980,offenbach am main
36341,155,Europe974,marburg
36329,155,Europe974,marburg
36326,155,Europe974,marburg
36323,155,Europe974,marburg
36320,155,Europe974,marburg
36318,155,Europe974,marburg
36304,155,Europe974,marburg
36110,155,Europe974,marburg
35329,155,Europe974,marburg
35719,152,Europe971,gießen
35327,152,Europe971,gießen
45141,143,Europe936,dortmund
35325,152,Europe971,gießen
35315,155,Europe974,marburg
97274,162,Europe981,wurzburg
97259,162,Europe981,wurzburg
35288,155,Europe974,marburg
45127,143,Europe936,dortmund
35287,155,Europe974,marburg
35282,155,Europe974,marburg
35279,155,Europe974,marburg
35274,155,Europe974,marburg
35260,155,Europe974,marburg
35239,152,Europe971,gießen
35236,152,Europe971,gießen
45131,143,Europe936,dortmund
35232,152,Europe971,gießen
46240,143,Europe936,dortmund
35216,152,Europe971,gießen
35117,155,Europe974,marburg
35112,152,Europe971,gießen
35102,152,Europe971,gießen
35096,152,Europe971,gießen
35091,155,Europe974,marburg
35085,152,Europe971,gießen
35083,155,Europe974,marburg
35080,152,Europe971,gießen
35075,152,Europe971,gießen
35768,152,Europe971,gießen
35767,152,Europe971,gießen
35764,152,Europe971,gießen
35759,152,Europe971,gießen
35753,152,Europe971,gießen
35745,152,Europe971,gießen
35716,152,Europe971,gießen
35713,152,Europe971,gießen
35708,152,Europe971,gießen
35649,152,Europe971,gießen
35644,152,Europe971,gießen
26487,142,Europe934,oldenburg
35641,152,Europe971,gießen
35638,152,Europe971,gießen
35633,152,Europe971,gießen
35630,152,Europe971,gießen
35625,152,Europe971,gießen
35619,152,Europe971,gießen
35614,152,Europe971,gießen
56821,69,Europe1840,cochem
35606,152,Europe971,gießen
97276,162,Europe981,wurzburg
97261,162,Europe981,wurzburg
97250,162,Europe981,wurzburg
97209,162,Europe981,wurzburg
97246,162,Europe981,wurzburg
97288,162,Europe981,wurzburg
97236,162,Europe981,wurzburg
97218,162,Europe981,wurzburg
97228,162,Europe981,wurzburg
97247,162,Europe981,wurzburg
97279,162,Europe981,wurzburg
97273,162,Europe981,wurzburg
97230,162,Europe981,wurzburg
97294,162,Europe981,wurzburg
97262,151,Europe970,schweinfurt
91085,160,Europe979,nuremberg
90617,160,Europe979,nuremberg
91239,150,Europe969,amberg
91217,150,Europe969,amberg
91247,150,Europe969,amberg
91241,150,Europe969,amberg
91245,150,Europe969,amberg
91220,150,Europe969,amberg
90542,160,Europe979,nuremberg
91086,160,Europe979,nuremberg
91091,160,Europe979,nuremberg
91074,160,Europe979,nuremberg
91093,160,Europe979,nuremberg
91341,160,Europe979,nuremberg
91334,160,Europe979,nuremberg
91350,160,Europe979,nuremberg
91325,160,Europe979,nuremberg
91487,158,Europe977,neustadt an der aisch
90513,160,Europe979,nuremberg
90522,160,Europe979,nuremberg
90547,160,Europe979,nuremberg
90614,160,Europe979,nuremberg
37186,163,Europe982,gottingen
37589,163,Europe982,gottingen
37581,163,Europe982,gottingen
90579,158,Europe977,neustadt an der aisch
91088,160,Europe979,nuremberg
91083,160,Europe979,nuremberg
91249,150,Europe969,amberg
90518,150,Europe969,amberg
90592,150,Europe969,amberg
21382,15,Europe1458,luneburg
21365,15,Europe1458,luneburg
66649,4,Europe1246,saarbrucken
66640,4,Europe1246,saarbrucken
66629,4,Europe1246,saarbrucken
66625,4,Europe1246,saarbrucken
66620,1,Europe1243,wadern
66687,1,Europe1243,wadern
66709,1,Europe1243,wadern
66646,4,Europe1246,saarbrucken
66636,4,Europe1246,saarbrucken
66839,4,Europe1246,saarbrucken
66809,4,Europe1246,saarbrucken
66822,4,Europe1246,saarbrucken
66793,4,Europe1246,saarbrucken
16515,92,Europe2259,berlin
16359,92,Europe2259,berlin
16559,92,Europe2259,berlin
16798,86,Europe2253,malchow
66459,4,Europe1246,saarbrucken
66440,4,Europe1246,saarbrucken
66453,4,Europe1246,saarbrucken
66399,4,Europe1246,saarbrucken
66386,4,Europe1246,saarbrucken
66280,4,Europe1246,saarbrucken
66287,4,Europe1246,saarbrucken
66265,4,Europe1246,saarbrucken
66292,4,Europe1246,saarbrucken
66346,4,Europe1246,saarbrucken
67246,110,Europe680,grunstadt
66773,4,Europe1246,saarbrucken
66806,4,Europe1246,saarbrucken
87493,46,Europe1701,kempten
67311,110,Europe680,grunstadt
29649,27,Europe1470,uelzen
21435,15,Europe1458,luneburg
18565,99,Europe2266,bergen auf rugen
18225,87,Europe2254,rostock
18196,97,Europe2264,gustrow
18190,97,Europe2264,gustrow
16244,92,Europe2259,berlin
87700,47,Europe1702,memmingen
87600,46,Europe1701,kempten
66352,4,Europe1246,saarbrucken
66333,4,Europe1246,saarbrucken
66787,4,Europe1246,saarbrucken
66802,4,Europe1246,saarbrucken
66798,4,Europe1246,saarbrucken
66740,4,Europe1246,saarbrucken
66763,4,Europe1246,saarbrucken
66780,4,Europe1246,saarbrucken
66693,4,Europe1246,saarbrucken
66706,4,Europe1246,saarbrucken
98596,164,Europe983,bad hersfeld
98593,164,Europe983,bad hersfeld
39288,29,Europe1472,magdeburg
39171,29,Europe1472,magdeburg
88367,43,Europe1698,sigmaringen
74582,156,Europe975,aalen
74585,156,Europe975,aalen
24989,74,Europe2189,flensburg
24837,70,Europe2185,schleswig
24817,77,Europe2192,rendsburg
24409,76,Europe2191,kappeln
45133,143,Europe936,dortmund
24955,74,Europe2189,flensburg
45359,143,Europe936,dortmund
45134,143,Europe936,dortmund
24893,70,Europe2185,schleswig
24863,70,Europe2185,schleswig
45277,143,Europe936,dortmund
24861,82,Europe2197,tonning
45468,143,Europe936,dortmund
63925,161,Europe980,offenbach am main
63911,161,Europe980,offenbach am main
23946,30,Europe1473,wismar
23717,19,Europe1462,neustadt in holstein
23715,23,Europe1466,lubeck
88131,44,Europe1699,friedrichshafen
63863,161,Europe980,offenbach am main
63920,161,Europe980,offenbach am main
97877,162,Europe981,wurzburg
97904,161,Europe980,offenbach am main
63939,161,Europe980,offenbach am main
63906,161,Europe980,offenbach am main
63933,161,Europe980,offenbach am main
18273,97,Europe2264,gustrow
17328,91,Europe2258,schwedt/oder
44787,143,Europe936,dortmund
17326,91,Europe2258,schwedt/oder
14624,88,Europe2255,potsdam
14558,88,Europe2255,potsdam
23617,23,Europe1466,lubeck
22969,26,Europe1469,geesthacht
21765,14,Europe1457,bremerhaven
09355,129,Europe906,gera
09353,129,Europe906,gera
67472,111,Europe681,neustadt an der weinstraße
09350,129,Europe906,gera
09243,136,Europe913,chemnitz
09232,136,Europe913,chemnitz
06774,130,Europe907,leipzig
04749,136,Europe913,chemnitz
04746,136,Europe913,chemnitz
04741,136,Europe913,chemnitz
40221,61,Europe1832,cologne
40219,61,Europe1832,cologne
40225,61,Europe1832,cologne
40223,61,Europe1832,cologne
63840,161,Europe980,offenbach am main
63839,161,Europe980,offenbach am main
63834,161,Europe980,offenbach am main
63868,161,Europe980,offenbach am main
63843,161,Europe980,offenbach am main
40217,61,Europe1832,cologne
63768,161,Europe980,offenbach am main
63785,161,Europe980,offenbach am main
63853,161,Europe980,offenbach am main
63811,161,Europe980,offenbach am main
63829,161,Europe980,offenbach am main
63776,161,Europe980,offenbach am main
63867,161,Europe980,offenbach am main
63533,161,Europe980,offenbach am main
63791,161,Europe980,offenbach am main
63500,161,Europe980,offenbach am main
63512,161,Europe980,offenbach am main
67169,111,Europe681,neustadt an der weinstraße
63538,161,Europe980,offenbach am main
67283,110,Europe680,grunstadt
63796,161,Europe980,offenbach am main
63755,161,Europe980,offenbach am main
27419,18,Europe1461,osterholz-scharmbeck
27412,18,Europe1461,osterholz-scharmbeck
34388,154,Europe973,kassel
34399,154,Europe973,kassel
23570,30,Europe1473,wismar
23569,30,Europe1473,wismar
38312,24,Europe1467,goslar
38173,20,Europe1463,braunschweig
37136,163,Europe982,gottingen
14789,88,Europe2255,potsdam
23629,23,Europe1466,lubeck
06796,130,Europe907,leipzig
06792,130,Europe907,leipzig
16303,91,Europe2258,schwedt/oder
15324,89,Europe2256,furstenwalde
16341,92,Europe2259,berlin
15374,89,Europe2256,furstenwalde
15344,89,Europe2256,furstenwalde
40239,61,Europe1832,cologne
45473,143,Europe936,dortmund
40237,61,Europe1832,cologne
44805,143,Europe936,dortmund
40235,61,Europe1832,cologne
45525,143,Europe936,dortmund
40233,61,Europe1832,cologne
40231,61,Europe1832,cologne
40227,61,Europe1832,cologne
67811,60,Europe1831,kaiserslautern
40215,61,Europe1832,cologne
27498,84,Europe2199,wyk auf fohr
79194,6,Europe1406,freiburg im breisgau
27389,18,Europe1461,osterholz-scharmbeck
27386,18,Europe1461,osterholz-scharmbeck
27367,18,Europe1461,osterholz-scharmbeck
26529,142,Europe934,oldenburg
26524,142,Europe934,oldenburg
45891,143,Europe936,dortmund
45886,143,Europe936,dortmund
63579,161,Europe980,offenbach am main
64832,161,Europe980,offenbach am main
67297,60,Europe1831,kaiserslautern
63179,161,Europe980,offenbach am main
47137,143,Europe936,dortmund
63110,161,Europe980,offenbach am main
63322,161,Europe980,offenbach am main
63128,161,Europe980,offenbach am main
47119,143,Europe936,dortmund
63150,161,Europe980,offenbach am main
63303,168,Europe987,frankfurt
45476,143,Europe936,dortmund
63225,168,Europe987,frankfurt
47058,143,Europe936,dortmund
63329,168,Europe987,frankfurt
47059,143,Europe936,dortmund
63263,168,Europe987,frankfurt
47057,143,Europe936,dortmund
63165,161,Europe980,offenbach am main
63477,161,Europe980,offenbach am main
97074,162,Europe981,wurzburg
22559,72,Europe2187,hamburg
47051,143,Europe936,dortmund
45884,143,Europe936,dortmund
47053,143,Europe936,dortmund
40213,61,Europe1832,cologne
67718,57,Europe1828,pirmasens
47279,143,Europe936,dortmund
67707,57,Europe1828,pirmasens
09430,131,Europe908,annaberg-buchholz
72827,123,Europe693,stuttgart
67706,57,Europe1828,pirmasens
94160,107,Europe2304,passau
67686,63,Europe1834,ramstein
67700,63,Europe1834,ramstein
67701,63,Europe1834,ramstein
37574,163,Europe982,gottingen
67735,63,Europe1834,ramstein
67697,60,Europe1831,kaiserslautern
67677,60,Europe1831,kaiserslautern
56323,52,Europe1823,koblenz
56154,58,Europe1829,lahnstein
56736,52,Europe1823,koblenz
56330,52,Europe1823,koblenz
65597,50,Europe1821,limburg an der lahn
40212,61,Europe1832,cologne
40229,61,Europe1832,cologne
73660,122,Europe692,schwabisch gmund
73667,122,Europe692,schwabisch gmund
73655,122,Europe692,schwabisch gmund
73642,122,Europe692,schwabisch gmund
73565,122,Europe692,schwabisch gmund
73553,122,Europe692,schwabisch gmund
40591,61,Europe1832,cologne
16766,92,Europe2259,berlin
40210,61,Europe1832,cologne
28790,18,Europe1461,osterholz-scharmbeck
87459,46,Europe1701,kempten
40211,61,Europe1832,cologne
65307,68,Europe1839,wiesbaden
65388,68,Europe1839,wiesbaden
40479,61,Europe1832,cologne
40477,61,Europe1832,cologne
22047,26,Europe1469,geesthacht
22041,72,Europe2187,hamburg
40878,61,Europe1832,cologne
22049,72,Europe2187,hamburg
22305,72,Europe2187,hamburg
53572,55,Europe1826,bad neuenahr-ahrweiler
53567,55,Europe1826,bad neuenahr-ahrweiler
77709,118,Europe688,villingen-schwenningen
44649,143,Europe936,dortmund
22309,72,Europe2187,hamburg
22307,72,Europe2187,hamburg
40476,61,Europe1832,cologne
40468,61,Europe1832,cologne
40474,61,Europe1832,cologne
42853,61,Europe1832,cologne
40472,61,Europe1832,cologne
71720,117,Europe687,ludwigsburg
58454,143,Europe936,dortmund
25718,75,Europe2190,brunsbuttel
25845,73,Europe2188,husum
25859,73,Europe2188,husum
40723,61,Europe1832,cologne
25869,71,Europe2186,westerland
04736,136,Europe913,chemnitz
04703,136,Europe913,chemnitz
52538,61,Europe1832,cologne
52525,61,Europe1832,cologne
49770,146,Europe939,lingen
49586,146,Europe939,lingen
67059,114,Europe684,mannheim
77886,7,Europe1416,karlsruhe
67592,49,Europe1820,alzey
77887,7,Europe1416,karlsruhe
77880,7,Europe1416,karlsruhe
77855,7,Europe1416,karlsruhe
77830,7,Europe1416,karlsruhe
77815,7,Europe1416,karlsruhe
79685,9,Europe1440,lorrach
79674,9,Europe1440,lorrach
87734,47,Europe1702,memmingen
22081,72,Europe2187,hamburg
30627,21,Europe1464,hanover
22083,72,Europe2187,hamburg
29471,27,Europe1470,uelzen
22297,72,Europe2187,hamburg
22303,72,Europe2187,hamburg
22299,72,Europe2187,hamburg
67587,49,Europe1820,alzey
22301,72,Europe2187,hamburg
22085,72,Europe2187,hamburg
22087,72,Europe2187,hamburg
72124,123,Europe693,stuttgart
72138,123,Europe693,stuttgart
72127,123,Europe693,stuttgart
73111,48,Europe1703,augsburg
91315,160,Europe979,nuremberg
73113,113,Europe683,goppingen
73550,122,Europe692,schwabisch gmund
22523,72,Europe2187,hamburg
22527,72,Europe2187,hamburg
22547,72,Europe2187,hamburg
22525,72,Europe2187,hamburg
20257,72,Europe2187,hamburg
76547,7,Europe1416,karlsruhe
76571,7,Europe1416,karlsruhe
63875,161,Europe980,offenbach am main
38690,24,Europe1467,goslar
56133,50,Europe1821,limburg an der lahn
39118,29,Europe1472,magdeburg
39114,29,Europe1472,magdeburg
37170,154,Europe973,kassel
56112,58,Europe1829,lahnstein
74653,119,Europe689,heilbronn
72525,123,Europe693,stuttgart
71729,117,Europe687,ludwigsburg
20259,72,Europe2187,hamburg
71711,117,Europe687,ludwigsburg
22529,72,Europe2187,hamburg
26909,146,Europe939,lingen
30419,21,Europe1464,hanover
63831,161,Europe980,offenbach am main
22607,72,Europe2187,hamburg
63877,161,Europe980,offenbach am main
63871,161,Europe980,offenbach am main
97295,162,Europe981,wurzburg
97271,162,Europe981,wurzburg
21391,15,Europe1458,luneburg
21360,15,Europe1458,luneburg
22761,72,Europe2187,hamburg
22769,72,Europe2187,hamburg
53426,66,Europe1837,adenau
49824,146,Europe939,lingen
22767,72,Europe2187,hamburg
49757,146,Europe939,lingen
22765,72,Europe2187,hamburg
73569,122,Europe692,schwabisch gmund
30559,21,Europe1464,hanover
30539,21,Europe1464,hanover
30519,21,Europe1464,hanover
39130,29,Europe1472,magdeburg
39128,29,Europe1472,magdeburg
39106,29,Europe1472,magdeburg
59969,155,Europe974,marburg
49626,146,Europe939,lingen
30629,21,Europe1464,hanover
30659,21,Europe1464,hanover
71717,117,Europe687,ludwigsburg
39126,29,Europe1472,magdeburg
30851,21,Europe1464,hanover
30173,21,Europe1464,hanover
49779,146,Europe939,lingen
79215,6,Europe1406,freiburg im breisgau
90765,160,Europe979,nuremberg
30655,21,Europe1464,hanover
67165,120,Europe690,heidelberg
39122,134,Europe911,bernburg
67125,111,Europe681,neustadt an der weinstraße
39120,29,Europe1472,magdeburg
30625,21,Europe1464,hanover
30175,21,Europe1464,hanover
39112,29,Europe1472,magdeburg
90537,150,Europe969,amberg
22045,26,Europe1469,geesthacht
90610,150,Europe969,amberg
90571,150,Europe969,amberg
22549,72,Europe2187,hamburg
67816,60,Europe1831,kaiserslautern
38685,24,Europe1467,goslar
39217,29,Europe1472,magdeburg
39104,29,Europe1472,magdeburg
39108,29,Europe1472,magdeburg
45888,143,Europe936,dortmund
30449,21,Europe1464,hanover
45889,143,Europe936,dortmund
31711,147,Europe940,hameln
30161,21,Europe1464,hanover
63857,161,Europe980,offenbach am main
63879,161,Europe980,offenbach am main
63860,161,Europe980,offenbach am main
06198,130,Europe907,leipzig
06193,130,Europe907,leipzig
99086,166,Europe985,erfurt
30657,21,Europe1464,hanover
30177,21,Europe1464,hanover
88348,44,Europe1699,friedrichshafen
97234,162,Europe981,wurzburg
30163,21,Europe1464,hanover
30179,21,Europe1464,hanover
97270,162,Europe981,wurzburg
36251,164,Europe983,bad hersfeld
38667,24,Europe1467,goslar
67678,60,Europe1831,kaiserslautern
99095,165,Europe984,muhlhausen
99090,165,Europe984,muhlhausen
36115,155,Europe974,marburg
37127,163,Europe982,gottingen
39110,29,Europe1472,magdeburg
67681,60,Europe1831,kaiserslautern
39116,29,Europe1472,magdeburg
73568,122,Europe692,schwabisch gmund
69509,114,Europe684,mannheim
26571,142,Europe934,oldenburg
49577,146,Europe939,lingen
37647,147,Europe940,hameln
38723,24,Europe1467,goslar
38678,24,Europe1467,goslar
37632,147,Europe940,hameln
49843,143,Europe936,dortmund
38729,24,Europe1467,goslar
30853,21,Europe1464,hanover
30669,21,Europe1464,hanover
30855,21,Europe1464,hanover
49838,146,Europe939,lingen
53498,55,Europe1826,bad neuenahr-ahrweiler
30453,21,Europe1464,hanover
30455,21,Europe1464,hanover
01776,140,Europe917,dresden
84030,105,Europe2294,landshut
98630,159,Europe978,ilmenau
49762,146,Europe939,lingen
97222,162,Europe981,wurzburg
97241,162,Europe981,wurzburg
97255,162,Europe981,wurzburg
97285,162,Europe981,wurzburg
97286,162,Europe981,wurzburg
97292,162,Europe981,wurzburg
15326,89,Europe2256,furstenwalde
36456,164,Europe983,bad hersfeld
25776,79,Europe2194,heide
69115,120,Europe690,heidelberg
69483,114,Europe684,mannheim
30167,21,Europe1464,hanover
30159,21,Europe1464,hanover
30169,21,Europe1464,hanover
30451,21,Europe1464,hanover
23552,23,Europe1466,lubeck
24222,17,Europe1460,kiel
30457,21,Europe1464,hanover
30459,21,Europe1464,hanover
30982,21,Europe1464,hanover
30880,21,Europe1464,hanover
30966,21,Europe1464,hanover
42781,61,Europe1832,cologne
30989,21,Europe1464,hanover
31832,21,Europe1464,hanover
30952,21,Europe1464,hanover
24976,74,Europe2189,flensburg
88048,44,Europe1699,friedrichshafen
30974,21,Europe1464,hanover
30926,21,Europe1464,hanover
30890,21,Europe1464,hanover
30826,21,Europe1464,hanover
30827,21,Europe1464,hanover
30823,21,Europe1464,hanover
31535,21,Europe1464,hanover
49459,148,Europe941,diepholz
49457,148,Europe941,diepholz
49419,148,Europe941,diepholz
49406,148,Europe941,diepholz
32369,144,Europe937,bielefeld
32351,148,Europe941,diepholz
27248,145,Europe938,bremen
27239,145,Europe938,bremen
49356,148,Europe941,diepholz
24399,76,Europe2191,kappeln
42579,61,Europe1832,cologne
42489,61,Europe1832,cologne
40822,61,Europe1832,cologne
40699,61,Europe1832,cologne
49751,146,Europe939,lingen
37619,147,Europe940,hameln
49828,146,Europe939,lingen
49832,146,Europe939,lingen
49453,148,Europe941,diepholz
88499,43,Europe1698,sigmaringen
49448,148,Europe941,diepholz
48465,146,Europe939,lingen
53505,55,Europe1826,bad neuenahr-ahrweiler
53560,55,Europe1826,bad neuenahr-ahrweiler
53545,55,Europe1826,bad neuenahr-ahrweiler
53534,66,Europe1837,adenau
53506,66,Europe1837,adenau
53533,66,Europe1837,adenau
53547,55,Europe1826,bad neuenahr-ahrweiler
53518,66,Europe1837,adenau
53539,66,Europe1837,adenau
53520,66,Europe1837,adenau
99198,135,Europe912,jena
99102,135,Europe912,jena
88045,44,Europe1699,friedrichshafen
37627,147,Europe940,hameln
49767,146,Europe939,lingen
49733,146,Europe939,lingen
49744,146,Europe939,lingen
49716,146,Europe939,lingen
49777,146,Europe939,lingen
49740,146,Europe939,lingen
29416,27,Europe1470,uelzen
04720,136,Europe913,chemnitz
27318,145,Europe938,bremen
22395,16,Europe1459,bad oldesloe
22393,16,Europe1459,bad oldesloe
22391,16,Europe1459,bad oldesloe
22179,26,Europe1469,geesthacht
22177,72,Europe2187,hamburg
22119,26,Europe1469,geesthacht
22175,26,Europe1469,geesthacht
22419,72,Europe2187,hamburg
22117,26,Europe1469,geesthacht
22115,26,Europe1469,geesthacht
22111,72,Europe2187,hamburg
22417,72,Europe2187,hamburg
22043,26,Europe1469,geesthacht
22459,72,Europe2187,hamburg
22457,72,Europe2187,hamburg
22455,72,Europe2187,hamburg
22453,72,Europe2187,hamburg
22851,72,Europe2187,hamburg
22850,72,Europe2187,hamburg
22848,72,Europe2187,hamburg
22846,72,Europe2187,hamburg
22844,72,Europe2187,hamburg
22415,72,Europe2187,hamburg
27499,79,Europe2194,heide
22399,72,Europe2187,hamburg
22961,16,Europe1459,bad oldesloe
22339,72,Europe2187,hamburg
22337,72,Europe2187,hamburg
22335,72,Europe2187,hamburg
27257,145,Europe938,bremen
27243,145,Europe938,bremen
27305,145,Europe938,bremen
27327,145,Europe938,bremen
27232,145,Europe938,bremen
27254,145,Europe938,bremen
27211,145,Europe938,bremen
26901,146,Europe939,lingen
26897,146,Europe939,lingen
26835,142,Europe934,oldenburg
26427,142,Europe934,oldenburg
27259,145,Europe938,bremen
07955,141,Europe918,saalfeld
22763,72,Europe2187,hamburg
22609,72,Europe2187,hamburg
22605,72,Europe2187,hamburg
22589,72,Europe2187,hamburg
22587,72,Europe2187,hamburg
22159,26,Europe1469,geesthacht
22149,26,Europe1469,geesthacht
22147,26,Europe1469,geesthacht
22145,26,Europe1469,geesthacht
22143,26,Europe1469,geesthacht
20251,72,Europe2187,hamburg
67582,49,Europe1820,alzey
27245,144,Europe937,bielefeld
06773,130,Europe907,leipzig
